"20190501","06","31",27.26,"mph","media/images/calib-20190501-0631427.jpg",135,1,79,39,3081,"R2L"
"20190501","06","31",43.77,"mph","media/images/calib-20190501-0631433.jpg",133,14,60,20,1200,"R2L"
